,model,category,language,frame_type,instance,prompt,total_logprob,avg_logprob
2690,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,coffeemaker,Name an example of a home appliance: ___,-11.12548828125,-3.70849609375
2691,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,cooker,Name an example of a home appliance: ___,-8.75,-8.75
2692,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,cooler,Name an example of a home appliance: ___,-12.4375,-12.4375
2693,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,curling iron,Name an example of a home appliance: ___,-14.6494140625,-4.883138020833333
2694,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,dishwasher,Name an example of a home appliance: ___,-6.46875,-6.46875
2695,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,dryer,Name an example of a home appliance: ___,-8.75,-8.75
2696,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,fan,Name an example of a home appliance: ___,-8.125,-8.125
2697,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,flatiron,Name an example of a home appliance: ___,-13.96875,-6.984375
2698,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,food processor,Name an example of a home appliance: ___,-12.15234375,-6.076171875
2699,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,freezer,Name an example of a home appliance: ___,-9.5,-9.5
2700,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,hairdryer,Name an example of a home appliance: ___,-12.5596923828125,-4.186564127604167
2701,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,heater,Name an example of a home appliance: ___,-8.625,-8.625
2702,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,hotplate,Name an example of a home appliance: ___,-15.0,-7.5
2703,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,icemaker,Name an example of a home appliance: ___,-12.03125,-6.015625
2704,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,iron,Name an example of a home appliance: ___,-9.9375,-9.9375
2705,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,juicer,Name an example of a home appliance: ___,-13.57861328125,-6.789306640625
2706,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,lawnmower,Name an example of a home appliance: ___,-11.6949462890625,-3.8983154296875
2707,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,meat grinder,Name an example of a home appliance: ___,-14.875,-7.4375
2708,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,microwave,Name an example of a home appliance: ___,-4.78125,-4.78125
2709,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,mixer,Name an example of a home appliance: ___,-10.625,-10.625
2710,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,oven,Name an example of a home appliance: ___,-7.21875,-7.21875
2711,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,refrigerator,Name an example of a home appliance: ___,-5.40625,-5.40625
2712,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,sewing machine,Name an example of a home appliance: ___,-11.170654296875,-5.5853271484375
2713,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,soda fountain,Name an example of a home appliance: ___,-15.375,-7.6875
2714,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,stove,Name an example of a home appliance: ___,-7.90625,-7.90625
2715,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,thermostat,Name an example of a home appliance: ___,-11.625,-11.625
2716,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,toaster,Name an example of a home appliance: ___,-4.15625,-4.15625
2717,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,toaster oven,Name an example of a home appliance: ___,-10.28125,-5.140625
2718,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,vacuum,Name an example of a home appliance: ___,-4.90625,-4.90625
2719,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,waffle iron,Name an example of a home appliance: ___,-18.32421875,-6.108072916666667
2720,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,washing machine,Name an example of a home appliance: ___,-7.5078125,-3.75390625
2721,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,water cooler,Name an example of a home appliance: ___,-13.234375,-6.6171875
2722,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,water heater,Name an example of a home appliance: ___,-10.115234375,-5.0576171875
2723,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,wine cooler,Name an example of a home appliance: ___,-15.734375,-7.8671875
2724,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,curtain,One example of a home decor is ___.,-10.625,-10.625
2725,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,lamp,One example of a home decor is ___.,-10.4375,-10.4375
2726,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,mirror,One example of a home decor is ___.,-11.9375,-11.9375
2727,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,rug,One example of a home decor is ___.,-10.75,-10.75
2728,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,abacus,One example of a home decor is ___.,-16.8125,-8.40625
2729,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,album,One example of a home decor is ___.,-13.625,-13.625
2730,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,aquarium,One example of a home decor is ___.,-15.625,-15.625
2731,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,birdbath,One example of a home decor is ___.,-16.1796875,-5.393229166666667
2732,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,birdcage,One example of a home decor is ___.,-17.38037109375,-5.79345703125
2733,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,birdhouse,One example of a home decor is ___.,-16.28125,-8.140625
2734,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,bonsai,One example of a home decor is ___.,-15.2509765625,-7.62548828125
2735,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,candelabra,One example of a home decor is ___.,-14.7890625,-4.9296875
2736,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,candle,One example of a home decor is ___.,-11.375,-11.375
2737,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,candlestick,One example of a home decor is ___.,-14.203125,-7.1015625
2738,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,centerpiece,One example of a home decor is ___.,-12.875,-12.875
2739,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,chandelier,One example of a home decor is ___.,-10.94921875,-5.474609375
2740,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,christmas tree,One example of a home decor is ___.,-14.421875,-7.2109375
2741,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,coaster,One example of a home decor is ___.,-12.4375,-12.4375
2742,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,cornucopia,One example of a home decor is ___.,-16.244140625,-5.414713541666667
2743,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,crystal ball,One example of a home decor is ___.,-19.875,-9.9375
2744,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,cuckoo clock,One example of a home decor is ___.,-16.27099609375,-5.423665364583333
2745,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,doily,One example of a home decor is ___.,-15.1875,-7.59375
2746,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,doorknocker,One example of a home decor is ___.,-21.3828125,-5.345703125
2747,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,figurine,One example of a home decor is ___.,-14.4296875,-7.21484375
2748,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,frame,One example of a home decor is ___.,-11.3125,-11.3125
2749,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,globe,One example of a home decor is ___.,-14.1875,-14.1875
2750,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,gourd,One example of a home decor is ___.,-16.0625,-8.03125
2751,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,hourglass,One example of a home decor is ___.,-17.46875,-8.734375
2752,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,lampshade,One example of a home decor is ___.,-13.328125,-6.6640625
2753,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,pillow,One example of a home decor is ___.,-10.9375,-10.9375
2754,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,pinecone,One example of a home decor is ___.,-16.90625,-8.453125
2755,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,pinwheel,One example of a home decor is ___.,-19.0,-9.5
2756,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,place mat,One example of a home decor is ___.,-16.625,-8.3125
2757,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,poster,One example of a home decor is ___.,-12.375,-12.375
2758,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,potpourri,One example of a home decor is ___.,-14.04949951171875,-4.68316650390625
2759,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,scarecrow,One example of a home decor is ___.,-16.59765625,-8.298828125
2760,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,stained glass,One example of a home decor is ___.,-12.98828125,-6.494140625
2761,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,statue,One example of a home decor is ___.,-12.5,-12.5
2762,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,tapestry,One example of a home decor is ___.,-12.2265625,-6.11328125
2763,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,terrarium,One example of a home decor is ___.,-13.71875,-6.859375
2764,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,vase,One example of a home decor is ___.,-11.0,-11.0
2765,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,wallpaper,One example of a home decor is ___.,-9.5,-9.5
2766,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,weather vane,One example of a home decor is ___.,-18.940948486328125,-6.313649495442708
2767,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,wind chimes,One example of a home decor is ___.,-15.6171875,-5.205729166666667
2768,meta-llama/Llama-3.1-8B-Instruct,home decor,en,generic,wreath,One example of a home decor is ___.,-14.134765625,-7.0673828125
2769,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,curtain,Name an example of a home decor: ___,-7.53125,-7.53125
2770,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,lamp,Name an example of a home decor: ___,-5.84375,-5.84375
2771,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,mirror,Name an example of a home decor: ___,-9.5,-9.5
2772,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,rug,Name an example of a home decor: ___,-6.40625,-6.40625
2773,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,abacus,Name an example of a home decor: ___,-13.96875,-6.984375
2774,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,album,Name an example of a home decor: ___,-12.4375,-12.4375
2775,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,aquarium,Name an example of a home decor: ___,-13.625,-13.625
2776,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,birdbath,Name an example of a home decor: ___,-12.4775390625,-4.1591796875
2777,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,birdcage,Name an example of a home decor: ___,-13.87103271484375,-4.623677571614583
2778,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,birdhouse,Name an example of a home decor: ___,-12.6015625,-6.30078125
2779,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,bonsai,Name an example of a home decor: ___,-12.17236328125,-6.086181640625
2780,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,candelabra,Name an example of a home decor: ___,-9.7802734375,-3.2600911458333335
2781,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,candle,Name an example of a home decor: ___,-8.8125,-8.8125
2782,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,candlestick,Name an example of a home decor: ___,-12.109375,-6.0546875
2783,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,centerpiece,Name an example of a home decor: ___,-12.25,-12.25
2784,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,chandelier,Name an example of a home decor: ___,-9.42578125,-4.712890625
2785,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,christmas tree,Name an example of a home decor: ___,-13.49609375,-6.748046875
2786,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,coaster,Name an example of a home decor: ___,-11.4375,-11.4375
2787,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,cornucopia,Name an example of a home decor: ___,-14.6275634765625,-4.8758544921875
2788,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,crystal ball,Name an example of a home decor: ___,-19.78125,-9.890625
2789,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,cuckoo clock,Name an example of a home decor: ___,-12.02197265625,-4.00732421875
2790,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,doily,Name an example of a home decor: ___,-12.734375,-6.3671875
2791,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,doorknocker,Name an example of a home decor: ___,-20.78515625,-5.1962890625
2792,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,figurine,Name an example of a home decor: ___,-13.13671875,-6.568359375
2793,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,frame,Name an example of a home decor: ___,-9.75,-9.75
2794,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,globe,Name an example of a home decor: ___,-12.9375,-12.9375
2795,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,gourd,Name an example of a home decor: ___,-12.734375,-6.3671875
2796,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,hourglass,Name an example of a home decor: ___,-13.671875,-6.8359375
2797,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,lampshade,Name an example of a home decor: ___,-9.9375,-4.96875
2798,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,pillow,Name an example of a home decor: ___,-6.15625,-6.15625
2799,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,pinecone,Name an example of a home decor: ___,-14.09375,-7.046875
2800,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,pinwheel,Name an example of a home decor: ___,-15.15625,-7.578125
2801,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,place mat,Name an example of a home decor: ___,-12.7578125,-6.37890625
2802,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,poster,Name an example of a home decor: ___,-12.8125,-12.8125
2803,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,potpourri,Name an example of a home decor: ___,-13.969398498535156,-4.656466166178386
2804,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,scarecrow,Name an example of a home decor: ___,-15.041015625,-7.5205078125
2805,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,stained glass,Name an example of a home decor: ___,-12.1015625,-6.05078125
2806,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,statue,Name an example of a home decor: ___,-11.6875,-11.6875
2807,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,tapestry,Name an example of a home decor: ___,-9.314453125,-4.6572265625
2808,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,terrarium,Name an example of a home decor: ___,-12.1328125,-6.06640625
2809,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,vase,Name an example of a home decor: ___,-7.71875,-7.71875
2810,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,wallpaper,Name an example of a home decor: ___,-9.5625,-9.5625
2811,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,weather vane,Name an example of a home decor: ___,-17.048065185546875,-5.682688395182292
2812,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,wind chimes,Name an example of a home decor: ___,-13.83984375,-4.61328125
2813,meta-llama/Llama-3.1-8B-Instruct,home decor,en,indefinite_prod,wreath,Name an example of a home decor: ___,-11.322265625,-5.6611328125
2814,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,ant,One example of a insect is ___.,-7.6875,-7.6875
2815,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,bee,One example of a insect is ___.,-10.6875,-10.6875
2816,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,beetle,One example of a insect is ___.,-8.8125,-8.8125
2817,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,bug,One example of a insect is ___.,-8.8125,-8.8125
2818,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,butterfly,One example of a insect is ___.,-8.5,-8.5
2819,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,caterpillar,One example of a insect is ___.,-11.53515625,-5.767578125
2820,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,cockroach,One example of a insect is ___.,-11.852783203125,-5.9263916015625
2821,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,dragonfly,One example of a insect is ___.,-12.125,-6.0625
2822,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,earwig,One example of a insect is ___.,-14.05078125,-7.025390625
2823,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,fly,One example of a insect is ___.,-10.25,-10.25
2824,meta-llama/Llama-3.1-8B-Instruct,insect,en,generic,grasshopper,One example of a insect is ___.,-9.5150146484375,-3.1716715494791665
